pedido_id,data,vendedor,categoria,valor,status
88,2026-01-03,Pedro,Casa,225.86,Concluído
89,2026-01-15,João,Roupas,604.87,Concluído
90,2026-04-16,Pedro,Eletrônicos,1216.27,Cancelado
91,2025-06-16,Carlos,Livros,197.62,Concluído
92,2026-05-16,Julia,Eletrônicos,284.83,Concluído
93,2025-06-20,João,Beleza,163.54,Cancelado
94,2026-01-01,Ana,Eletrônicos,62.4,Concluído
95,2025-08-26,Julia,Livros,1183.63,Concluído
96,2025-06-27,Ana,Beleza,222.07,Concluído
97,2026-04-25,Carlos,Casa,1275.41,Concluído
98,2025-12-07,Julia,Eletrônicos,983.45,Cancelado
99,2026-03-23,Maria,Livros,352.51,Em andamento
100,2025-07-25,Carlos,Esportes,666.45,Concluído
101,2026-01-20,Julia,Esportes,947.93,Cancelado
102,2026-01-21,Maria,Casa,804.18,Concluído
103,2025-10-16,João,Roupas,882.75,Em andamento
104,2026-02-11,João,Eletrônicos,1235.19,Cancelado
105,2026-02-25,Julia,Esportes,1019.56,Concluído
106,2025-10-31,João,Casa,1075.74,Concluído
107,2025-12-12,Maria,Casa,899.79,Concluído
108,2025-12-13,João,Eletrônicos,1162.78,Concluído
109,2026-01-20,Carlos,Livros,1201.4,Cancelado
110,2025-07-23,Carlos,Casa,314.39,Concluído
111,2026-02-28,Ana,Beleza,414.64,Concluído
112,2026-04-12,Ana,Eletrônicos,1293.92,Concluído
113,2025-11-01,Pedro,Beleza,1255.91,Concluído
114,2025-08-18,Maria,Esportes,780.77,Concluído
115,2025-08-24,Maria,Livros,1428.05,Concluído
116,2025-06-17,Pedro,Beleza,710.56,Concluído
117,2025-12-21,João,Roupas,1107.71,Concluído
118,2026-03-09,Julia,Roupas,591.93,Concluído
119,2026-03-26,Ana,Esportes,1008.09,Concluído
120,2026-04-02,João,Roupas,842.54,Cancelado
121,2026-05-08,Ana,Casa,1198.6,Concluído
122,2025-09-12,Pedro,Livros,773.51,Cancelado
123,2025-09-27,Maria,Esportes,616.64,Concluído
124,2026-01-27,Julia,Casa,756.01,Cancelado
125,2025-11-15,Carlos,Roupas,359.07,Concluído
126,2026-01-03,João,Eletrônicos,1418.47,Cancelado
127,2026-05-01,Maria,Eletrônicos,217.75,Concluído
128,2026-02-26,João,Beleza,51.6,Em andamento
129,2026-03-04,Ana,Eletrônicos,296.3,Concluído
130,2026-01-29,Maria,Livros,1262.97,Concluído
131,2026-05-26,Pedro,Livros,674.69,Concluído
132,2026-03-22,Carlos,Casa,263.03,Concluído
133,2026-01-16,João,Roupas,498.8,Concluído
134,2025-07-30,Julia,Casa,827.9,Concluído
135,2025-06-27,Maria,Livros,862.18,Cancelado
136,2026-03-17,Maria,Livros,1410.34,Concluído
137,2025-08-26,Maria,Eletrônicos,1032.8,Concluído
138,2026-05-01,João,Casa,883.86,Concluído
139,2025-08-23,Pedro,Eletrônicos,82.1,Concluído
140,2026-03-24,Julia,Livros,294.47,Concluído
141,2025-06-28,Julia,Roupas,416.61,Em andamento
142,2025-08-13,João,Roupas,214.85,Concluído
143,2025-09-24,Ana,Roupas,1137.1,Concluído
144,2025-07-26,Maria,Eletrônicos,1153.82,Concluído
145,2025-08-14,João,Livros,46.35,Concluído
146,2025-06-11,João,Eletrônicos,484.46,Concluído
147,2026-04-07,Julia,Casa,650.25,Cancelado
148,2026-01-08,Carlos,Roupas,128.13,Concluído
149,2026-04-09,Julia,Livros,945.38,Concluído
150,2026-03-15,Pedro,Beleza,459.52,Concluído
151,2025-08-14,Julia,Eletrônicos,1375.2,Concluído
152,2026-03-02,Pedro,Beleza,660.13,Concluído
153,2025-11-17,Ana,Beleza,1367.91,Concluído
154,2025-12-05,Julia,Casa,816.13,Concluído
155,2025-07-09,Pedro,Livros,329.92,Cancelado
156,2025-09-12,Carlos,Roupas,527.92,Concluído
157,2025-09-26,João,Eletrônicos,645.18,Concluído
158,2025-09-26,Julia,Eletrônicos,366.84,Cancelado
159,2026-04-07,Ana,Eletrônicos,326.84,Concluído
160,2025-09-17,Maria,Eletrônicos,679.55,Concluído
161,2026-04-10,João,Roupas,1044.24,Concluído
162,2025-12-02,Maria,Esportes,689.16,Concluído
163,2025-08-04,Ana,Esportes,1143.49,Concluído
164,2026-02-28,Maria,Livros,1350.28,Concluído
165,2026-04-07,Maria,Eletrônicos,116.25,Concluído
166,2025-12-11,Julia,Casa,270.06,Cancelado
167,2026-05-02,Julia,Beleza,667.92,Concluído
168,2026-03-13,Julia,Eletrônicos,1289.76,Concluído
169,2026-01-28,Ana,Roupas,1072.14,Concluído
170,2026-06-06,Ana,Eletrônicos,45.65,Concluído
171,2025-06-27,Maria,Eletrônicos,335.48,Cancelado
172,2026-03-14,Pedro,Beleza,715.75,Cancelado
173,2025-08-22,Carlos,Casa,859.34,Em andamento
174,2025-11-15,Maria,Eletrônicos,204.26,Concluído
175,2026-05-20,Julia,Eletrônicos,200.46,Concluído
176,2025-06-15,Maria,Casa,578.54,Concluído
177,2026-06-07,Carlos,Roupas,1027.94,Concluído
178,2025-06-13,Pedro,Eletrônicos,246.73,Concluído
179,2025-07-29,Julia,Roupas,1143.37,Concluído
180,2026-03-30,Julia,Roupas,1252.55,Concluído
181,2025-07-11,Julia,Casa,48.42,Concluído
182,2025-11-04,Carlos,Eletrônicos,1265.93,Concluído
183,2025-11-21,Pedro,Eletrônicos,1058.12,Cancelado
184,2025-12-04,Maria,Livros,55.4,Concluído
185,2026-05-11,Julia,Casa,810.68,Cancelado
186,2026-03-04,Ana,Beleza,736.19,Concluído
187,2026-04-29,Maria,Esportes,244.25,Cancelado
188,2026-03-18,João,Esportes,1453.5,Cancelado
189,2026-04-13,Julia,Casa,137.02,Concluído
190,2026-01-23,Pedro,Esportes,1125.16,Concluído
191,2025-09-19,Julia,Livros,460.95,Cancelado
192,2025-10-20,Ana,Roupas,1243.19,Concluído
193,2026-04-24,Julia,Eletrônicos,1282.81,Concluído
194,2025-07-09,Ana,Casa,279.56,Cancelado
195,2025-07-20,Maria,Casa,1118.41,Concluído
196,2025-06-27,Julia,Beleza,703.82,Concluído
197,2026-04-24,Pedro,Esportes,563.04,Concluído
198,2025-06-11,João,Casa,115.91,Concluído
199,2026-05-26,Carlos,Casa,424.06,Concluído
200,2026-03-15,João,Livros,361.44,Em andamento
201,2025-11-29,Ana,Livros,994.47,Concluído
202,2025-07-15,Pedro,Casa,1032.94,Concluído
203,2025-11-04,Ana,Esportes,320.65,Cancelado
204,2026-05-08,João,Roupas,733.83,Concluído
205,2026-05-04,Pedro,Casa,621.29,Concluído
206,2026-01-22,Maria,Esportes,122.88,Concluído
207,2025-08-14,João,Casa,487.24,Concluído
208,2026-04-06,Pedro,Livros,926.96,Concluído
209,2025-10-10,Pedro,Eletrônicos,236.49,Concluído
210,2026-03-20,Carlos,Eletrônicos,78.16,Concluído
211,2025-09-01,Pedro,Eletrônicos,1195.38,Cancelado
212,2026-02-04,Pedro,Casa,182.84,Concluído
213,2025-11-12,Maria,Livros,709.45,Concluído
214,2026-02-09,João,Eletrônicos,657.87,Cancelado
215,2025-08-02,Carlos,Beleza,1486.18,Concluído
216,2025-12-30,Ana,Eletrônicos,802.34,Concluído
217,2025-10-24,João,Esportes,310.62,Concluído
218,2025-10-29,João,Esportes,472.88,Concluído
219,2026-02-25,Pedro,Beleza,773.69,Concluído
220,2025-08-13,João,Eletrônicos,1096.01,Concluído
221,2025-07-28,Ana,Casa,396.46,Concluído
222,2026-05-22,Julia,Roupas,523.11,Cancelado
223,2026-03-02,Ana,Eletrônicos,261.18,Em andamento
224,2026-05-09,Ana,Esportes,494.74,Concluído
225,2025-06-14,João,Eletrônicos,892.67,Cancelado
226,2025-07-18,Ana,Eletrônicos,765.6,Concluído
227,2025-08-08,Ana,Livros,787.56,Concluído
228,2025-07-08,Maria,Roupas,1064.84,Em andamento
229,2025-09-01,Julia,Beleza,183.09,Concluído
230,2025-11-19,Ana,Esportes,34.5,Concluído
231,2026-05-24,Carlos,Esportes,1007.06,Concluído
232,2025-07-17,Maria,Livros,521.24,Concluído
233,2025-10-14,Ana,Esportes,290.91,Cancelado
234,2026-01-20,João,Casa,1375.12,Concluído
235,2026-05-24,Maria,Livros,417.87,Concluído
236,2026-03-19,Carlos,Casa,1449.05,Concluído
237,2026-02-08,Ana,Livros,850.42,Concluído
238,2026-03-04,Maria,Esportes,841.07,Concluído
239,2025-10-30,João,Beleza,975.12,Concluído
240,2025-06-11,João,Casa,1436.16,Concluído
241,2025-09-20,Ana,Casa,985.87,Concluído
242,2026-06-09,Maria,Esportes,536.48,Concluído
243,2025-08-21,Pedro,Esportes,147.68,Concluído
244,2025-10-17,Pedro,Casa,564.55,Concluído
245,2026-01-05,Pedro,Roupas,508.05,Concluído
246,2025-08-25,Carlos,Eletrônicos,508.77,Concluído
247,2026-05-19,João,Beleza,1088.68,Concluído
248,2026-03-15,João,Casa,555.18,Concluído
249,2026-02-20,Pedro,Beleza,87.32,Concluído
250,2025-07-14,Ana,Esportes,961.04,Em andamento
251,2026-05-23,Julia,Casa,105.77,Concluído
252,2026-04-28,Pedro,Roupas,82.38,Cancelado
253,2025-11-22,João,Eletrônicos,751.91,Concluído
254,2026-03-16,Pedro,Roupas,142.53,Cancelado
255,2025-12-01,Julia,Casa,596.65,Concluído
256,2025-10-20,Carlos,Livros,350.81,Concluído
257,2026-01-19,Julia,Esportes,280.96,Concluído
258,2025-11-23,Ana,Beleza,320.09,Concluído
259,2026-04-20,Julia,Beleza,256.16,Concluído
260,2026-05-31,Julia,Esportes,1425.95,Cancelado
261,2026-04-05,Carlos,Esportes,464.45,Cancelado
262,2025-12-01,Ana,Esportes,703.03,Concluído
263,2025-06-14,Maria,Roupas,625.14,Concluído
264,2026-02-10,Ana,Beleza,1124.4,Concluído
265,2026-04-15,João,Eletrônicos,785.68,Em andamento
266,2025-10-17,Julia,Esportes,1231.64,Em andamento
267,2026-04-04,Julia,Livros,680.93,Concluído
268,2025-07-11,Carlos,Eletrônicos,1421.16,Concluído
269,2025-09-28,João,Livros,226.2,Concluído
270,2025-06-23,Julia,Eletrônicos,713.0,Em andamento
271,2025-12-03,Pedro,Beleza,809.02,Concluído
272,2026-02-14,Julia,Roupas,305.99,Concluído
273,2025-08-25,Maria,Beleza,1195.95,Concluído
274,2026-01-20,João,Esportes,1431.07,Concluído
275,2025-12-04,Maria,Beleza,209.54,Cancelado
276,2025-12-02,Maria,Livros,638.0,Concluído
277,2026-03-22,Maria,Esportes,193.25,Concluído
278,2026-02-07,Maria,Esportes,463.52,Concluído
279,2025-12-22,Pedro,Eletrônicos,469.66,Cancelado
280,2025-09-14,Pedro,Livros,1247.75,Cancelado
281,2025-06-26,Pedro,Eletrônicos,442.34,Concluído
282,2025-11-29,Maria,Eletrônicos,186.87,Cancelado
283,2026-03-13,Maria,Roupas,1313.54,Concluído
284,2025-06-12,Carlos,Roupas,351.17,Em andamento
285,2026-05-14,Maria,Eletrônicos,836.05,Cancelado
286,2025-06-10,João,Beleza,1094.26,Concluído
287,2025-12-02,Julia,Roupas,66.89,Concluído
288,2025-11-10,Julia,Casa,357.8,Concluído
289,2026-01-06,Julia,Livros,437.91,Concluído
290,2025-10-24,Maria,Eletrônicos,326.2,Cancelado
291,2025-10-24,Carlos,Eletrônicos,983.84,Concluído
292,2026-02-23,Maria,Roupas,1355.0,Concluído
293,2026-02-11,Pedro,Livros,364.44,Concluído
294,2025-09-12,Julia,Livros,510.8,Em andamento
295,2026-05-14,Maria,Beleza,1009.47,Concluído
296,2025-09-04,Ana,Roupas,1123.69,Concluído
297,2026-01-04,Julia,Casa,539.31,Concluído
298,2025-08-11,Julia,Roupas,416.95,Concluído
299,2026-01-27,Carlos,Beleza,39.68,Concluído
300,2026-02-28,Ana,Roupas,1302.97,Concluído
301,2026-02-05,Pedro,Eletrônicos,347.23,Concluído
302,2026-03-21,João,Esportes,311.67,Concluído
303,2025-07-20,Maria,Esportes,1067.09,Concluído
304,2026-02-27,Maria,Esportes,113.19,Concluído
305,2025-08-28,Pedro,Eletrônicos,210.24,Cancelado
306,2025-09-18,Ana,Eletrônicos,920.05,Concluído
307,2026-04-30,Ana,Eletrônicos,1281.97,Concluído
308,2025-10-26,João,Casa,585.54,Concluído
309,2025-10-29,Ana,Esportes,961.6,Concluído
310,2025-09-29,João,Roupas,677.84,Concluído
311,2026-05-11,Julia,Livros,271.11,Concluído
312,2025-12-21,João,Eletrônicos,1054.1,Concluído
313,2026-04-29,Carlos,Beleza,1441.28,Concluído
314,2025-08-23,Maria,Livros,505.04,Concluído
315,2025-09-01,Ana,Eletrônicos,101.73,Concluído
316,2025-09-28,Carlos,Roupas,1001.69,Concluído
317,2026-02-24,Maria,Livros,1385.6,Concluído
318,2026-01-15,Carlos,Roupas,198.06,Concluído
319,2025-10-09,Maria,Beleza,870.26,Concluído
320,2026-06-04,Julia,Eletrônicos,928.03,Concluído
321,2025-09-13,João,Casa,1000.61,Concluído
322,2026-06-10,Carlos,Beleza,75.61,Concluído
323,2026-04-26,João,Esportes,490.44,Cancelado
324,2025-10-15,Julia,Eletrônicos,666.7,Concluído
325,2026-05-10,João,Eletrônicos,188.79,Cancelado
326,2026-05-21,João,Esportes,1046.55,Concluído
327,2025-08-18,Carlos,Casa,1147.65,Concluído
328,2025-10-27,Pedro,Esportes,261.54,Concluído
329,2026-05-31,João,Esportes,804.92,Concluído
330,2025-07-06,Maria,Esportes,339.46,Concluído
331,2025-09-12,Ana,Eletrônicos,1428.28,Cancelado
332,2025-12-06,Pedro,Esportes,57.39,Concluído
333,2025-12-23,Julia,Beleza,52.12,Concluído
334,2025-12-23,Ana,Beleza,891.39,Concluído
335,2025-08-21,Maria,Casa,407.8,Concluído
336,2026-01-15,Julia,Eletrônicos,464.91,Cancelado
337,2025-09-05,Pedro,Eletrônicos,63.75,Cancelado
338,2026-01-28,João,Livros,1419.55,Cancelado
339,2025-12-19,Carlos,Eletrônicos,640.25,Concluído
340,2026-01-04,João,Roupas,412.19,Concluído
341,2025-07-03,Ana,Esportes,1067.96,Concluído
342,2025-12-30,Ana,Eletrônicos,473.24,Concluído
343,2026-01-22,Pedro,Beleza,731.82,Concluído
344,2026-03-14,Carlos,Roupas,67.33,Concluído
345,2025-08-27,Pedro,Eletrônicos,1201.35,Concluído
346,2025-06-20,Julia,Livros,163.28,Cancelado
347,2025-07-10,João,Beleza,1030.0,Em andamento
348,2026-06-02,Carlos,Livros,1319.13,Concluído
349,2025-11-10,Ana,Casa,1174.91,Concluído
350,2025-08-21,Ana,Roupas,877.76,Concluído
351,2026-05-26,Pedro,Casa,1064.8,Em andamento
352,2025-11-09,Julia,Roupas,982.05,Concluído
353,2026-05-06,Ana,Livros,1446.67,Cancelado
354,2025-09-12,João,Casa,198.26,Concluído
355,2025-09-21,Carlos,Esportes,122.66,Concluído
356,2026-05-20,Maria,Beleza,1043.08,Concluído
357,2025-11-21,Pedro,Livros,904.84,Cancelado
358,2026-03-06,Carlos,Esportes,825.41,Concluído
359,2025-11-29,Julia,Casa,1361.46,Cancelado
360,2026-05-24,Ana,Beleza,713.22,Concluído
361,2025-11-01,João,Livros,700.92,Concluído
362,2025-07-27,Pedro,Roupas,291.27,Concluído
363,2026-03-29,Pedro,Eletrônicos,1491.46,Concluído
364,2025-08-15,Maria,Beleza,35.35,Concluído
365,2025-09-30,João,Esportes,1023.13,Em andamento
366,2025-08-26,João,Casa,508.05,Em andamento
367,2026-01-06,Ana,Beleza,29.34,Concluído
368,2026-04-13,Carlos,Esportes,93.03,Em andamento
369,2025-08-17,Carlos,Casa,376.5,Em andamento
370,2026-01-21,Ana,Roupas,385.67,Concluído
371,2026-02-22,Carlos,Beleza,1482.15,Cancelado
372,2026-02-21,João,Roupas,739.18,Concluído
373,2026-01-29,Carlos,Roupas,427.29,Concluído
374,2026-01-20,Maria,Roupas,367.02,Concluído
375,2026-03-22,João,Eletrônicos,558.84,Concluído
376,2025-11-15,João,Eletrônicos,504.55,Concluído
377,2025-06-20,Julia,Livros,1176.0,Cancelado
378,2025-09-19,Julia,Eletrônicos,409.53,Concluído
379,2026-06-05,Carlos,Livros,943.81,Em andamento
380,2026-04-11,Ana,Eletrônicos,1373.57,Cancelado
381,2025-07-14,João,Livros,475.23,Concluído
382,2025-12-04,Julia,Livros,302.77,Concluído
383,2025-12-29,Carlos,Livros,881.71,Concluído
384,2025-10-28,Ana,Eletrônicos,432.47,Concluído
385,2026-04-03,Pedro,Eletrônicos,1300.7,Concluído
386,2025-09-30,Maria,Livros,82.72,Concluído
387,2025-11-06,Ana,Esportes,27.31,Concluído
388,2025-12-21,Julia,Beleza,100.15,Em andamento
389,2026-05-27,Julia,Roupas,125.9,Concluído
390,2025-11-01,Pedro,Casa,291.6,Concluído
391,2025-10-11,Pedro,Livros,856.48,Concluído
392,2025-09-08,Maria,Esportes,1332.11,Concluído
393,2025-06-22,Carlos,Livros,806.89,Concluído
394,2026-06-10,João,Esportes,1357.52,Concluído
395,2026-01-21,Julia,Casa,1161.83,Em andamento
396,2025-11-21,Pedro,Casa,1260.23,Concluído
397,2025-10-26,Carlos,Eletrônicos,776.24,Concluído
398,2026-04-10,Pedro,Livros,814.46,Concluído
399,2026-06-01,Ana,Beleza,674.79,Concluído
400,2025-06-28,Maria,Eletrônicos,473.82,Concluído
401,2025-09-23,Maria,Eletrônicos,1388.02,Concluído
402,2026-04-01,Ana,Roupas,82.74,Concluído
403,2025-08-14,Pedro,Eletrônicos,326.92,Concluído
404,2025-12-08,João,Casa,1284.94,Concluído
405,2025-12-29,Maria,Roupas,1354.36,Concluído
406,2025-06-25,Pedro,Casa,300.82,Concluído
407,2025-09-12,Ana,Roupas,468.59,Concluído
408,2026-05-24,Carlos,Beleza,972.94,Concluído
409,2026-02-13,Julia,Casa,864.45,Concluído
410,2026-05-27,Ana,Eletrônicos,918.27,Concluído
411,2026-04-13,Carlos,Beleza,184.99,Concluído
412,2025-09-12,Julia,Eletrônicos,1340.28,Concluído
413,2025-09-05,Julia,Beleza,1268.24,Concluído
414,2025-09-10,Julia,Eletrônicos,409.64,Cancelado
415,2025-12-07,João,Roupas,55.98,Concluído
416,2026-06-09,Maria,Beleza,479.95,Concluído
417,2026-03-20,Carlos,Casa,673.45,Concluído
418,2026-02-12,Julia,Eletrônicos,740.44,Em andamento
419,2025-08-04,Ana,Casa,584.49,Concluído
420,2025-12-31,Maria,Eletrônicos,823.59,Concluído
421,2026-05-29,Carlos,Beleza,150.93,Concluído
422,2026-04-12,Maria,Eletrônicos,1137.22,Concluído
423,2025-12-20,Carlos,Livros,436.57,Em andamento
424,2025-10-06,João,Beleza,1254.14,Concluído
425,2025-08-22,Ana,Livros,1231.94,Cancelado
426,2025-08-13,Julia,Livros,1006.39,Cancelado
427,2026-01-05,Ana,Roupas,141.85,Concluído
428,2025-10-05,Pedro,Beleza,735.01,Concluído
429,2026-01-09,Carlos,Eletrônicos,1051.79,Cancelado
430,2025-10-01,Maria,Livros,530.2,Concluído
431,2025-07-20,Ana,Livros,1132.43,Em andamento
432,2026-02-20,João,Esportes,885.97,Concluído
433,2025-09-07,Julia,Esportes,390.91,Cancelado
434,2026-06-03,Ana,Esportes,1183.62,Concluído
435,2026-01-17,Carlos,Beleza,317.71,Concluído
436,2026-04-25,Maria,Casa,499.24,Concluído
437,2026-05-26,Carlos,Eletrônicos,930.39,Em andamento
438,2026-06-10,Maria,Roupas,1065.76,Concluído
439,2025-10-12,Carlos,Livros,1176.09,Em andamento
440,2025-12-19,Julia,Esportes,1237.68,Concluído
441,2025-09-12,Carlos,Roupas,903.52,Concluído
442,2025-12-02,Carlos,Beleza,215.29,Concluído
443,2025-07-12,Julia,Eletrônicos,66.49,Concluído
444,2025-11-01,Carlos,Beleza,1061.03,Concluído
445,2026-01-09,João,Eletrônicos,289.4,Em andamento
446,2025-10-12,Carlos,Eletrônicos,48.54,Cancelado
447,2025-10-11,Pedro,Esportes,707.93,Cancelado
448,2025-09-10,João,Livros,1316.94,Concluído
449,2025-10-23,Carlos,Casa,559.59,Concluído
450,2026-05-15,Pedro,Eletrônicos,1255.09,Em andamento
451,2025-07-11,Ana,Roupas,1486.95,Cancelado
452,2025-10-10,Carlos,Esportes,739.51,Concluído
453,2025-07-05,Pedro,Beleza,1068.29,Concluído
454,2026-02-07,Carlos,Roupas,165.23,Em andamento
455,2026-03-16,João,Esportes,1123.74,Concluído
456,2025-08-06,Ana,Esportes,505.74,Concluído
457,2026-01-11,João,Eletrônicos,980.36,Concluído
458,2026-05-30,Maria,Roupas,1408.97,Concluído
459,2026-06-02,João,Eletrônicos,308.29,Cancelado
460,2025-08-12,João,Casa,669.19,Concluído
461,2025-12-24,Maria,Livros,702.67,Cancelado
462,2025-12-18,Julia,Casa,834.26,Concluído
463,2026-02-28,Ana,Eletrônicos,905.93,Cancelado
464,2026-02-20,Maria,Esportes,1166.4,Concluído
465,2025-08-03,João,Beleza,315.37,Concluído
466,2025-08-26,Ana,Casa,1237.03,Cancelado
467,2025-12-21,Maria,Livros,425.01,Concluído
468,2025-06-15,Ana,Esportes,818.49,Cancelado
469,2026-05-06,Pedro,Beleza,1427.65,Concluído
470,2026-04-23,João,Esportes,1216.93,Concluído
471,2026-02-09,Pedro,Roupas,816.86,Concluído
472,2026-03-03,Pedro,Beleza,1318.66,Cancelado
473,2025-08-07,Maria,Beleza,453.74,Concluído
474,2025-10-31,Carlos,Roupas,1311.98,Concluído
475,2025-08-15,Julia,Esportes,466.2,Em andamento
476,2026-01-17,Julia,Esportes,790.66,Concluído
477,2025-06-17,Julia,Casa,1441.55,Concluído
478,2026-02-25,Julia,Casa,992.59,Cancelado
479,2025-10-26,Julia,Livros,1102.47,Concluído
480,2026-03-10,Julia,Casa,453.57,Concluído
481,2025-06-25,Maria,Esportes,1155.21,Concluído
482,2026-04-29,João,Beleza,1212.93,Concluído
483,2025-10-09,João,Roupas,550.25,Concluído
484,2026-01-14,Carlos,Livros,796.78,Concluído
485,2026-05-24,Carlos,Eletrônicos,821.88,Concluído
486,2026-04-09,Julia,Livros,316.7,Concluído
487,2026-02-25,Pedro,Roupas,1128.55,Concluído
488,2025-09-14,Carlos,Esportes,947.87,Concluído
489,2025-12-28,Julia,Esportes,1282.82,Concluído
490,2025-07-07,Maria,Livros,248.49,Cancelado
491,2025-09-01,João,Esportes,586.71,Cancelado
492,2025-12-05,Maria,Esportes,269.55,Concluído
493,2026-02-22,João,Casa,723.14,Concluído
494,2026-01-21,Carlos,Roupas,1451.98,Concluído
495,2026-02-26,Maria,Esportes,1470.45,Concluído
496,2025-09-28,João,Eletrônicos,655.71,Concluído
497,2025-10-03,Carlos,Esportes,678.65,Concluído
498,2026-05-12,Julia,Eletrônicos,1003.76,Em andamento
499,2025-10-02,João,Esportes,693.57,Cancelado
500,2026-03-27,Ana,Casa,691.95,Concluído
